sign_class,xtl,ytl,xbr,ybr,temporary,occluded,data,filename
3.27,1522,960,1559,997,False,False,,1518531627844000_4904918000.jpg
5.20,1526,919,1559,954,False,False,,1518531627844000_4904918000.jpg
5.20,1390,946,1411,967,False,False,,1518531627844000_4904918000.jpg
2.1,1187,974,1207,994,False,False,,1518531627844000_4904918000.jpg
8.2.1,1674,914,1725,940,False,False,400 м,1518531627844000_4904918000.jpg
8.2.1,1722,908,1780,938,False,False,400 м,1518531628810000_4905885000.jpg
1.17,1719,843,1783,907,False,False,,1518531628810000_4905885000.jpg
3.27,1539,960,1579,1001,False,False,,1518531628810000_4905885000.jpg
5.20,1545,916,1579,955,False,False,,1518531628810000_4905885000.jpg
5.20,1391,946,1414,969,False,False,,1518531628810000_4905885000.jpg
2.1,1181,973,1201,994,False,False,,1518531628810000_4905885000.jpg
5.20,1459,959,1482,982,False,False,,1518531629943000_4907018000.jpg
2.1,1234,987,1256,1008,False,False,,1518531629943000_4907018000.jpg
3.27,1634,973,1678,1018,False,False,,1518531629943000_4907018000.jpg
5.20,1639,925,1678,967,False,False,,1518531629943000_4907018000.jpg
1.17,1873,832,1950,908,False,False,,1518531629943000_4907018000.jpg
8.2.1,1875,910,1946,946,False,False,400 м,1518531629943000_4907018000.jpg
2.1,1240,978,1264,1000,False,False,,1518531631043000_4908118000.jpg
5.20,1483,948,1509,974,False,False,,1518531631043000_4908118000.jpg
3.27,1703,963,1753,1013,False,False,,1518531631043000_4908118000.jpg
5.20,1710,907,1754,955,False,False,,1518531631043000_4908118000.jpg
8.2.1,2063,880,2155,926,False,False,400 м,1518531631043000_4908118000.jpg
1.17,2057,782,2162,879,False,False,,1518531631043000_4908118000.jpg
2.1,1243,988,1266,1012,False,False,,1518531631910000_4908984000.jpg
5.20,1502,955,1529,983,False,False,,1518531631910000_4908984000.jpg
1.17,2300,727,2446,851,False,False,,1518531631910000_4908984000.jpg
3.27,1771,969,1829,1022,False,True,,1518531631910000_4908984000.jpg
5.20,1781,904,1830,959,False,False,,1518531631910000_4908984000.jpg
8.2.1,2306,854,2435,913,False,False,400 м,1518531631910000_4908984000.jpg
2.1,1231,985,1257,1009,False,False,,1518531632909000_4909984000.jpg
5.2,1514,948,1542,977,False,False,,1518531632909000_4909984000.jpg
3.27,1863,958,1930,1020,False,True,,1518531632909000_4909984000.jpg
5.2,1873,881,1930,945,False,False,,1518531632909000_4909984000.jpg
3.27,1992,934,2072,1007,False,True,,1518531633776000_4910851000.jpg
5.2,2007,841,2073,919,False,False,,1518531633776000_4910851000.jpg
5.2,1545,925,1575,955,False,False,,1518531633776000_4910851000.jpg
2.1,1242,961,1268,988,False,False,,1518531633776000_4910851000.jpg
2.1,1337,964,1365,991,False,False,,1518531634709000_4911784000.jpg
5.2,2276,805,2354,900,False,False,,1518531634709000_4911784000.jpg
3.27,2257,918,2353,1015,False,False,,1518531634709000_4911784000.jpg
5.2,1665,921,1697,954,False,False,,1518531634709000_4911784000.jpg
2.1,2094,953,2111,983,False,True,,1518531635776000_4912850000.jpg
2.4,2326,901,2374,951,False,True,,1518531716730000_4993805000.jpg
2.4,2085,892,2131,935,False,True,,1518531717797000_4994871000.jpg
5.19.1,2116,904,2130,931,False,True,,1518531717797000_4994871000.jpg
2.4,2035,889,2083,933,False,True,,1518531718697000_4995771000.jpg
5.19.1,2064,908,2077,931,False,True,,1518531718697000_4995771000.jpg
2.4,1938,897,1988,944,False,True,,1518531719563000_4996638000.jpg
5.19.1,1966,920,1978,940,False,True,,1518531719563000_4996638000.jpg
2.4,1670,863,1725,912,False,True,,1518531720596000_4997671000.jpg
5.19.1,1698,890,1710,907,False,True,,1518531720596000_4997671000.jpg
5.19.2,1731,901,1741,934,False,True,,1518531720596000_4997671000.jpg
2.4,1608,861,1671,917,False,True,,1518531721463000_4998537000.jpg
5.19.2,1665,907,1680,943,False,True,,1518531721463000_4998537000.jpg
5.19.1,1643,899,1651,914,False,True,,1518531721463000_4998537000.jpg
5.19.1,1680,868,1687,881,False,True,,1518531722596000_4999670000.jpg
2.4,1658,819,1729,883,False,True,,1518531722596000_4999670000.jpg
5.19.2,1697,877,1712,917,False,True,,1518531722596000_4999670000.jpg
2.4,1725,799,1810,869,False,True,,1518531723429000_5000504000.jpg
5.19.2,1745,882,1765,917,False,True,,1518531723429000_5000504000.jpg
5.19.1,1746,838,1764,872,False,True,,1518531723429000_5000504000.jpg
2.4,1812,736,1918,823,False,True,,1518531724262000_5001337000.jpg
5.19.1,1821,760,1845,827,False,True,,1518531724262000_5001337000.jpg
5.19.2,1792,838,1806,886,False,True,,1518531724262000_5001337000.jpg
2.4,2000,677,2130,787,False,True,,1518531725096000_5002170000.jpg
5.19.1,1978,712,2017,802,False,True,,1518531725096000_5002170000.jpg
5.19.2,1905,845,1932,875,False,True,,1518531725096000_5002170000.jpg
2.4,2314,617,2448,762,False,True,,1518531726262000_5003337000.jpg
5.19.1,2231,677,2290,794,False,False,,1518531726262000_5003337000.jpg
5.19.2,2076,828,2109,894,False,False,,1518531726262000_5003337000.jpg
5.19.1,2401,635,2448,766,False,True,,1518531727195000_5004270000.jpg
5.19.2,2165,816,2204,888,False,False,,1518531727195000_5004270000.jpg
5.19.2,2186,814,2229,891,False,False,,1518531728028000_5005103000.jpg
5.19.2,2166,775,2215,858,False,False,,1518531728962000_5006036000.jpg
5.20,124,747,152,845,False,False,,1518531728962000_5006036000.jpg
5.19.2,2281,729,2335,820,False,False,,1518531730065000_5007136000.jpg
5.20,35,705,69,817,False,False,,1518531730065000_5007136000.jpg
5.20,20,701,50,811,False,False,,1518531730995000_5008069000.jpg
5.19.2,2319,737,2377,830,False,False,,1518531730995000_5008069000.jpg
5.20,18,703,52,818,False,False,,1518531731928000_5009002000.jpg
5.19.2,2318,740,2377,834,False,False,,1518531731928000_5009002000.jpg
5.20,18,702,52,819,False,False,,1518531732928000_5010002000.jpg
5.19.2,2318,739,2376,834,False,False,,1518531732928000_5010002000.jpg
5.20,18,705,52,820,False,False,,1518531734028000_5011102000.jpg
5.19.2,2318,741,2377,837,False,False,,1518531734028000_5011102000.jpg
5.20,14,706,49,822,False,False,,1518531735061000_5012135000.jpg
5.19.2,2332,745,2391,841,False,False,,1518531735061000_5012135000.jpg
5.20,4,704,39,823,False,False,,1518531735927000_5013002000.jpg
5.19.2,2356,747,2416,844,False,False,,1518531735927000_5013002000.jpg
5.20,0,712,23,825,False,True,,1518531736994000_5014068000.jpg
5.19.2,2394,751,2448,849,False,True,,1518531736994000_5014068000.jpg
5.19.2,2416,748,2447,844,False,True,,1518531738060000_5015135000.jpg
5.19.2,2416,746,2447,841,False,True,,1518531739127000_5016201000.jpg
5.19.2,2416,747,2447,842,False,True,,1518531740260000_5017334000.jpg
5.19.2,2416,745,2447,842,False,True,,1518531741093000_5018168000.jpg
5.19.2,2416,747,2447,842,False,True,,1518531741926000_5019001000.jpg
5.19.2,2416,747,2447,842,False,True,,1518531742760000_5019834000.jpg
5.19.2,2417,746,2447,843,False,True,,1518531743759000_5020834000.jpg
5.19.2,2416,747,2447,841,False,True,,1518531744626000_5021700000.jpg
5.19.2,2417,748,2448,841,False,True,,1518531745792000_5022867000.jpg
5.19.2,2419,749,2447,841,False,True,,1518531746626000_5023700000.jpg
5.2,607,622,677,795,False,False,,1518531761123000_5038198000.jpg
5.2,1407,611,1478,803,False,False,,1518531762057000_5039131000.jpg
3.27,102,872,157,921,False,False,,1518531763223000_5040298000.jpg
3.27,901,885,948,932,False,False,,1518531764323000_5041397000.jpg
2.4,567,943,585,968,False,False,,1518531764323000_5041397000.jpg
3.27,1423,880,1472,929,False,False,,1518531765489000_5042564000.jpg
2.4,1085,942,1102,966,False,False,,1518531765489000_5042564000.jpg
3.27,1600,872,1653,924,False,False,,1518531766323000_5043397000.jpg
2.4,1244,939,1259,963,False,False,,1518531766323000_5043397000.jpg
3.27,1675,888,1730,944,False,False,,1518531767223000_5044297000.jpg
2.4,1290,961,1308,986,False,False,,1518531767223000_5044297000.jpg
3.27,1832,875,1895,938,False,False,,1518531768056000_5045130000.jpg
2.4,1393,963,1411,989,False,False,,1518531768056000_5045130000.jpg
3.27,2027,837,2103,910,False,False,,1518531769022000_5046097000.jpg
2.4,1472,941,1490,968,False,False,,1518531769022000_5046097000.jpg
3.27,2192,804,2284,896,False,False,,1518531769955000_5047030000.jpg
2.4,1472,940,1491,970,False,False,,1518531769955000_5047030000.jpg
2.4,1517,922,1539,955,False,False,,1518531770955000_5048030000.jpg
2.4,1556,936,1579,971,False,False,,1518531771789000_5048863000.jpg
2.4,1558,922,1582,960,False,False,,1518531772755000_5049830000.jpg
2.4,1548,912,1575,954,False,False,,1518531773788000_5050863000.jpg
2.4,1538,903,1566,949,False,False,,1518531774621000_5051696000.jpg
5.19.1,891,921,916,947,False,False,,1518531775788000_5052862000.jpg
2.4,1539,892,1568,944,False,False,,1518531775788000_5052862000.jpg
5.19.1,869,918,897,946,False,False,,1518531776921000_5053996000.jpg
2.4,1568,880,1600,937,False,False,,1518531776921000_5053996000.jpg
5.19.1,874,907,902,934,False,False,,1518531777888000_5054962000.jpg
2.4,1626,864,1659,928,False,False,,1518531777888000_5054962000.jpg
5.19.1,772,902,802,932,False,False,,1518531778887000_5055962000.jpg
2.4,1579,855,1614,924,False,False,,1518531778887000_5055962000.jpg
5.19.1,598,884,631,917,False,False,,1518531779887000_5056962000.jpg
2.4,1458,833,1494,909,False,False,,1518531779887000_5056962000.jpg
5.19.1,387,880,424,916,False,False,,1518531781054000_5058128000.jpg
2.4,1313,817,1354,903,False,False,,1518531781054000_5058128000.jpg
2.4,1202,782,1248,877,False,False,,1518531781887000_5058961000.jpg
5.19.1,221,862,261,899,False,False,,1518531781887000_5058961000.jpg
5.19.1,73,852,117,892,False,False,,1518531782787000_5059861000.jpg
2.4,1106,757,1156,862,False,False,,1518531782787000_5059861000.jpg
5.19.1,19,835,65,877,False,False,,1518531783687000_5060761000.jpg
2.4,1083,727,1138,842,False,False,,1518531783687000_5060761000.jpg
2.4,1121,691,1181,817,False,False,,1518531784720000_5061794000.jpg
5.19.1,33,820,81,864,False,False,,1518531784720000_5061794000.jpg
5.19.1,65,820,113,865,False,False,,1518531785720000_5062794000.jpg
2.4,1181,675,1247,814,False,False,,1518531785720000_5062794000.jpg
2.4,1265,681,1335,834,False,False,,1518531786720000_5063794000.jpg
5.19.1,117,827,166,873,False,False,,1518531786720000_5063794000.jpg
5.19.1,180,820,229,866,False,False,,1518531787853000_5064927000.jpg
2.4,1346,614,1423,781,False,False,,1518531787853000_5064927000.jpg
5.19.1,210,826,258,872,False,False,,1518531788719000_5065794000.jpg
2.4,1397,578,1478,758,False,False,,1518531788719000_5065794000.jpg
2.4,1583,529,1668,726,False,False,,1518531789552000_5066627000.jpg
5.19.1,349,790,397,835,False,False,,1518531789552000_5066627000.jpg
5.20,16,822,41,843,False,False,,1518531789552000_5066627000.jpg
2.1,0,823,8,838,False,True,,1518531789552000_5066627000.jpg
5.19.1,16,799,40,820,False,True,,1518531789552000_5066627000.jpg
5.19.1,772,852,819,897,False,False,,1518531790486000_5067560000.jpg
2.4,2133,495,2225,724,False,False,,1518531790486000_5067560000.jpg
5.20,476,895,496,915,False,False,,1518531790486000_5067560000.jpg
2.1,447,894,469,915,False,False,,1518531790486000_5067560000.jpg
5.19.1,475,874,494,894,False,True,,1518531790486000_5067560000.jpg
5.20,372,921,383,933,False,False,,1518531790486000_5067560000.jpg
2.1,897,936,916,955,False,False,,1518531791352000_5068427000.jpg
5.20,923,936,942,954,False,False,,1518531791352000_5068427000.jpg
5.19.1,1214,886,1261,933,False,False,,1518531791352000_5068427000.jpg
5.19.1,922,914,938,934,False,True,,1518531791352000_5068427000.jpg
5.20,826,963,838,975,False,False,,1518531791352000_5068427000.jpg
2.1,1192,921,1215,942,False,False,,1518531792185000_5069260000.jpg
5.20,1220,922,1240,940,False,False,,1518531792185000_5069260000.jpg
5.19.1,1536,862,1588,913,False,False,,1518531792185000_5069260000.jpg
5.19.1,1220,902,1238,920,False,True,,1518531792185000_5069260000.jpg
5.20,1123,950,1135,963,False,False,,1518531792185000_5069260000.jpg
5.20,1300,951,1321,969,False,False,,1518531793352000_5070426000.jpg
2.1,1270,949,1294,971,False,False,,1518531793352000_5070426000.jpg
5.19.1,1676,879,1736,939,False,False,,1518531793352000_5070426000.jpg
5.19.1,1300,927,1321,949,False,True,,1518531793352000_5070426000.jpg
5.20,1200,980,1211,991,False,False,,1518531793352000_5070426000.jpg
2.1,1311,900,1336,924,False,False,,1518531794352000_5071426000.jpg
5.20,1345,902,1366,922,False,False,,1518531794352000_5071426000.jpg
5.19.1,1787,815,1858,884,False,False,,1518531794352000_5071426000.jpg
5.19.1,1344,877,1370,900,False,True,,1518531794352000_5071426000.jpg
5.20,1238,933,1251,946,False,False,,1518531794352000_5071426000.jpg
2.1,1327,958,1354,984,False,False,,1518531795352000_5072426000.jpg
5.19.1,1891,856,1973,936,False,False,,1518531795352000_5072426000.jpg
5.20,1362,959,1385,980,False,False,,1518531795352000_5072426000.jpg
5.19.1,1363,934,1385,957,False,True,,1518531795352000_5072426000.jpg
5.20,1250,991,1263,1004,False,False,,1518531795352000_5072426000.jpg
5.19.1,1985,809,2079,902,False,False,,1518531796418000_5073493000.jpg
2.1,1324,935,1351,961,False,False,,1518531796418000_5073493000.jpg
5.20,1361,935,1385,958,False,False,,1518531796418000_5073493000.jpg
5.19.1,1361,912,1386,932,False,False,,1518531796418000_5073493000.jpg
5.20,1245,970,1256,983,False,False,,1518531796418000_5073493000.jpg
5.19.1,1398,929,1422,953,False,False,,1518531797251000_5074326000.jpg
5.19.1,2105,814,2214,919,False,False,,1518531797251000_5074326000.jpg
2.1,1360,954,1386,981,False,False,,1518531797251000_5074326000.jpg
5.20,1398,955,1422,978,False,False,,1518531797251000_5074326000.jpg
5.20,1277,990,1290,1002,False,False,,1518531797251000_5074326000.jpg
5.19.1,2240,774,2364,892,False,False,,1518531798351000_5075426000.jpg
5.19.1,1426,916,1450,938,False,False,,1518531798351000_5075426000.jpg
5.20,1424,942,1450,966,False,False,,1518531798351000_5075426000.jpg
2.1,1385,943,1412,968,False,False,,1518531798351000_5075426000.jpg
5.20,1299,979,1312,992,False,False,,1518531798351000_5075426000.jpg
5.20,1523,924,1548,949,False,False,,1518531799284000_5076359000.jpg
5.19.1,1523,898,1549,921,False,False,,1518531799284000_5076359000.jpg
2.1,1481,925,1508,954,False,False,,1518531799284000_5076359000.jpg
5.20,1394,965,1406,976,False,False,,1518531799284000_5076359000.jpg
5.19.1,2023,922,2051,949,False,False,,1518531800318000_5077392000.jpg
5.20,2023,952,2052,978,False,False,,1518531800318000_5077392000.jpg
2.1,1973,954,2001,983,False,False,,1518531800318000_5077392000.jpg
5.20,1873,996,1886,1010,False,False,,1518531800318000_5077392000.jpg
2.4,1243,926,1250,933,False,False,,1518531844511000_5121585000.jpg
2.4,1232,929,1238,935,False,False,,1518531845411000_5122485000.jpg
2.4,1236,926,1242,932,False,False,,1518531846477000_5123552000.jpg
2.4,1257,905,1263,910,False,False,,1518531847477000_5124552000.jpg
2.4,1276,953,1282,958,False,False,,1518531848344000_5125418000.jpg
2.4,1262,971,1268,976,False,False,,1518531849310000_5126385000.jpg
2.4,1202,978,1209,984,False,False,,1518531850443000_5127518000.jpg
2.4,1168,988,1175,994,False,False,,1518531851310000_5128384000.jpg
2.4,1151,973,1157,980,False,False,,1518531852443000_5129518000.jpg
2.4,1202,973,1208,980,False,False,,1518531853276000_5130351000.jpg
2.4,1288,972,1294,979,False,False,,1518531854309000_5131384000.jpg
2.4,1298,995,1304,1002,False,False,,1518531855276000_5132350000.jpg
2.4,1295,980,1300,987,False,False,,1518531856342000_5133417000.jpg
2.4,1289,982,1296,989,False,False,,1518531857442000_5134517000.jpg
2.4,1287,979,1293,987,False,False,,1518531858409000_5135483000.jpg
2.4,1267,986,1274,993,False,False,,1518531859475000_5136550000.jpg
2.4,1265,961,1272,968,False,False,,1518531860375000_5137450000.jpg
2.4,1290,971,1298,978,False,False,,1518531861442000_5138516000.jpg
3.1,1283,965,1289,976,False,False,,1518531861442000_5138516000.jpg
2.4,1308,978,1317,987,False,False,,1518531862475000_5139549000.jpg
3.1,1301,975,1306,983,False,False,,1518531862475000_5139549000.jpg
2.4,1306,962,1316,971,False,False,,1518531863508000_5140583000.jpg
3.1,1299,959,1304,968,False,False,,1518531863508000_5140583000.jpg
2.4,1291,966,1300,976,False,False,,1518531864575000_5141649000.jpg
3.1,1281,964,1288,971,False,False,,1518531864575000_5141649000.jpg
2.4,1275,971,1285,980,False,False,,1518531865574000_5142649000.jpg
3.1,1264,967,1272,976,False,False,,1518531865574000_5142649000.jpg
2.4,1259,965,1269,974,False,False,,1518531866574000_5143649000.jpg
3.1,1248,960,1254,970,False,False,,1518531866574000_5143649000.jpg
2.4,1235,952,1246,963,False,False,,1518531867574000_5144649000.jpg
3.1,1224,948,1230,960,False,False,,1518531867574000_5144649000.jpg
2.4,1257,957,1268,968,False,False,,1518531868507000_5145582000.jpg
3.1,1247,954,1252,965,False,False,,1518531868507000_5145582000.jpg
2.4,1258,975,1271,987,False,False,,1518531869440000_5146515000.jpg
3.1,1247,974,1254,982,False,False,,1518531869440000_5146515000.jpg
2.4,1279,970,1292,983,False,False,,1518531870407000_5147481000.jpg
3.1,1267,970,1275,980,False,False,,1518531870407000_5147481000.jpg
3.1,1292,987,1298,1000,False,False,,1518531871440000_5148515000.jpg
2.4,1303,990,1316,1004,False,False,,1518531871440000_5148515000.jpg
3.1,1275,1001,1281,1014,False,False,,1518531872440000_5149514000.jpg
2.4,1287,1003,1301,1017,False,False,,1518531872440000_5149514000.jpg
2.4,1302,956,1315,970,False,False,,1518531873473000_5150548000.jpg
3.1,1288,953,1296,966,False,False,,1518531873473000_5150548000.jpg
2.4,1293,934,1308,950,False,False,,1518531874406000_5151481000.jpg
3.1,1277,933,1285,945,False,False,,1518531874406000_5151481000.jpg
2.4,1269,965,1284,981,False,False,,1518531875306000_5152381000.jpg
3.1,1252,965,1260,977,False,False,,1518531875306000_5152381000.jpg
3.1,1253,955,1261,968,False,False,,1518531876439000_5153514000.jpg
2.4,1272,954,1290,970,False,False,,1518531876439000_5153514000.jpg
2.4,1262,963,1281,981,False,False,,1518531877506000_5154580000.jpg
3.1,1242,964,1250,978,False,False,,1518531877506000_5154580000.jpg
2.4,1292,967,1313,990,False,False,,1518531878506000_5155580000.jpg
3.1,1270,969,1278,986,False,False,,1518531878506000_5155580000.jpg
2.4,1347,949,1373,972,False,False,,1518531879639000_5156713000.jpg
3.1,1322,952,1331,968,False,False,,1518531879639000_5156713000.jpg
2.4,1348,961,1374,986,False,False,,1518531880772000_5157847000.jpg
3.1,1316,967,1325,984,False,False,,1518531880772000_5157847000.jpg
2.4,1351,944,1381,973,False,False,,1518531881939000_5159013000.jpg
